workflow,algorithm,seed,makespan,cost,pareto_front_size,hypervolume,avg_utilization_pct,fairness_index,speedup,search_wallclock_ms,sim_wallclock_ms
CyberShake_100,LIWSAML_T0.50,2,512.2260,3183.5854,10,1464445.1996,59.09,0.7096,6.1633,456,465
CyberShake_100,LIWSAML_T0.50,3,512.2260,3183.5854,9,1447187.1308,59.09,0.7096,6.1633,323,332
CyberShake_100,LIWSAML_T0.50,4,512.2260,3183.5854,6,1444755.7520,59.09,0.7096,6.1633,312,318
CyberShake_100,LIWSAML_T0.50,5,512.2260,3183.5854,9,1464102.0981,59.09,0.7096,6.1633,305,325
CyberShake_100,LIWSAML_T0.70,1,512.2260,3183.5854,9,1465798.4501,59.09,0.7096,6.1633,296,302
CyberShake_100,LIWSAML_T0.70,2,512.2260,3183.5854,11,1444993.2121,59.09,0.7096,6.1633,301,307
CyberShake_100,LIWSAML_T0.70,3,512.2260,3183.5854,11,1447205.7370,59.09,0.7096,6.1633,294,302
CyberShake_100,LIWSAML_T0.70,4,512.2260,3183.5854,11,1463295.8923,59.09,0.7096,6.1633,398,401
CyberShake_100,LIWSAML_T0.70,5,512.2260,3183.5854,9,1449337.8365,59.09,0.7096,6.1633,300,316
CyberShake_100,LIWSAML_T0.90,1,512.2260,3183.5854,10,1463233.4300,59.09,0.7096,6.1633,307,314
CyberShake_100,LIWSAML_T0.90,2,512.2260,3183.5854,10,1477590.1079,59.09,0.7096,6.1633,311,316
CyberShake_100,LIWSAML_T0.90,3,512.2260,3183.5854,10,1466414.0177,59.09,0.7096,6.1633,307,312
CyberShake_100,LIWSAML_T0.90,4,512.2260,3183.5854,12,1476194.1362,59.09,0.7096,6.1633,289,295
CyberShake_100,LIWSAML_T0.90,5,512.2260,3183.5854,6,1454992.8141,59.09,0.7096,6.1633,312,318
Sipht_100,HEFT,0,2350.0945,8309.0314,1,7100040.6423,28.01,0.3904,3.7004,0,656
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1856189.0645,25.75,0.4723,2.3044,0,577
Sipht_100,LIWSAML_T0.10,1,2352.8000,8263.1126,13,7696725.7814,27.09,0.3582,3.6961,356,1062
Sipht_100,LIWSAML_T0.10,2,2715.6330,8274.1354,7,8145191.5611,23.62,0.3739,3.2028,304,1075
Sipht_100,LIWSAML_T0.10,3,2356.1060,8282.4686,7,8053223.9989,27.59,0.3700,3.6908,296,840
Sipht_100,LIWSAML_T0.10,4,2351.2755,8261.1130,6,8169729.2367,26.99,0.3615,3.6992,300,843
Sipht_100,LIWSAML_T0.10,5,2903.7375,8263.0959,6,8172272.2281,21.96,0.3556,2.9949,311,856
Sipht_100,LIWSAML_T0.30,1,2805.9380,8262.7691,12,8089137.6642,22.65,0.3629,3.0997,305,842
Sipht_100,LIWSAML_T0.30,2,2736.7955,8264.1940,9,8170569.4763,23.37,0.3679,3.1775,294,829
Sipht_100,LIWSAML_T0.30,3,2356.1060,8282.4686,7,8053223.9989,27.59,0.3700,3.6908,297,838
Sipht_100,LIWSAML_T0.30,4,2352.8370,8259.6841,7,8180759.1780,26.98,0.3573,3.6960,277,820
Sipht_100,LIWSAML_T0.30,5,2355.5060,8264.3070,6,8167687.1479,27.05,0.3620,3.6925,305,885
Sipht_100,LIWSAML_T0.50,1,2353.0425,8264.2777,9,8173621.0433,27.09,0.3620,3.6964,300,940
Sipht_100,LIWSAML_T0.50,2,2717.2310,8263.6371,7,8172046.3609,23.50,0.3645,3.2003,288,841
Sipht_100,LIWSAML_T0.50,3,2356.1060,8282.4686,7,8053223.9989,27.59,0.3700,3.6908,292,826
Sipht_100,LIWSAML_T0.50,4,2351.3525,8273.0198,8,7718080.8669,27.29,0.3686,3.6983,294,828
Sipht_100,LIWSAML_T0.50,5,2385.5860,8262.8788,6,7722726.1025,26.68,0.3598,3.6460,291,837
Sipht_100,LIWSAML_T0.70,1,2353.2010,8270.9173,9,7665524.1522,27.26,0.3743,3.6961,294,828
Sipht_100,LIWSAML_T0.70,2,2357.0390,8265.0433,3,8172402.2208,27.08,0.3582,3.6901,289,844
Sipht_100,LIWSAML_T0.70,3,2683.7025,8263.9572,10,7711963.5670,23.77,0.3656,3.2403,288,837
Sipht_100,LIWSAML_T0.70,4,2352.1655,8278.5568,4,7712021.8323,27.41,0.3770,3.6978,316,847
Sipht_100,LIWSAML_T0.70,5,2351.5815,8262.9742,6,8173150.6928,27.06,0.3501,3.6986,294,832
Sipht_100,LIWSAML_T0.90,1,2890.0875,8264.3071,6,7707032.5463,22.05,0.3522,3.0095,299,832
Sipht_100,LIWSAML_T0.90,2,2354.9995,8267.6252,6,8161686.9529,27.20,0.3719,3.6932,300,838
Sipht_100,LIWSAML_T0.90,3,2352.2790,8272.9543,11,8140049.6072,27.69,0.3788,3.6969,290,827
Sipht_100,LIWSAML_T0.90,4,2353.1125,8264.5023,8,8079023.8874,27.07,0.3621,3.6963,317,867
Sipht_100,LIWSAML_T0.90,5,2350.0610,8261.7469,5,8178042.6015,27.06,0.3541,3.7004,301,837
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2018517043.6349,60.95,0.7467,5.6782,0,14
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,538384651.9616,55.77,0.8670,3.2632,0,6
Epigenomics_100,LIWSAML_T0.10,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,307,315
Epigenomics_100,LIWSAML_T0.10,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,338,342
Epigenomics_100,LIWSAML_T0.10,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,306,314
Epigenomics_100,LIWSAML_T0.10,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,311,315
Epigenomics_100,LIWSAML_T0.10,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,298,303
Epigenomics_100,LIWSAML_T0.30,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,307,315
Epigenomics_100,LIWSAML_T0.30,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,323,329
Epigenomics_100,LIWSAML_T0.30,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,305,308
Epigenomics_100,LIWSAML_T0.30,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,317,323
Epigenomics_100,LIWSAML_T0.30,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,315,319
Epigenomics_100,LIWSAML_T0.50,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,306,310
Epigenomics_100,LIWSAML_T0.50,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,319,321
Epigenomics_100,LIWSAML_T0.50,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,314,317
Epigenomics_100,LIWSAML_T0.50,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,320,324
Epigenomics_100,LIWSAML_T0.50,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,297,303
Epigenomics_100,LIWSAML_T0.70,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,314,317
Epigenomics_100,LIWSAML_T0.70,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,322,325
Epigenomics_100,LIWSAML_T0.70,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,308,313
Epigenomics_100,LIWSAML_T0.70,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,317,323
Epigenomics_100,LIWSAML_T0.70,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,305,309
Epigenomics_100,LIWSAML_T0.90,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,312,317
Epigenomics_100,LIWSAML_T0.90,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,324,326
Epigenomics_100,LIWSAML_T0.90,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,321,325
Epigenomics_100,LIWSAML_T0.90,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,312,316
Epigenomics_100,LIWSAML_T0.90,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,295,298
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,6098013.4975,48.56,0.7697,4.6036,0,20
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,3081697.2466,46.53,0.9272,3.2322,0,7
Inspiral_100,LIWSAML_T0.10,1,2026.0505,10594.8362,7,9803028.0376,51.44,0.7088,5.1926,293,296
Inspiral_100,LIWSAML_T0.10,2,2592.7815,10232.7488,10,10010116.4174,36.78,0.5867,4.0578,305,312
Inspiral_100,LIWSAML_T0.10,3,2390.1340,10218.8668,9,9346643.7410,36.12,0.5318,4.4021,298,306
Inspiral_100,LIWSAML_T0.10,4,2510.8945,10575.5776,10,10199011.0178,41.80,0.7228,4.1898,280,284
Inspiral_100,LIWSAML_T0.10,5,2384.4845,10316.9101,12,9711663.3233,40.84,0.6628,4.4124,274,279
Inspiral_100,LIWSAML_T0.30,1,2127.6435,10596.0300,14,10181864.8986,51.23,0.7913,4.9441,282,286
Inspiral_100,LIWSAML_T0.30,2,2062.2590,10608.7779,8,9810184.0419,51.67,0.7447,5.1013,289,294
Inspiral_100,LIWSAML_T0.30,3,3148.0650,10040.5833,5,10192174.6933,27.24,0.4881,3.3423,292,296
Inspiral_100,LIWSAML_T0.30,4,3080.5670,10165.7775,12,9454686.3803,28.39,0.5076,3.4153,297,305
Inspiral_100,LIWSAML_T0.30,5,2956.4900,9874.3519,13,10270556.8114,27.85,0.4374,3.5587,282,285
Inspiral_100,LIWSAML_T0.50,1,2640.0300,10348.2826,10,9473035.0078,38.73,0.6545,3.9852,280,283
Inspiral_100,LIWSAML_T0.50,2,2977.3690,10177.5352,6,9328865.1133,31.85,0.5992,3.5341,294,297
Inspiral_100,LIWSAML_T0.50,3,4056.3260,9712.7414,5,10161665.4131,19.13,0.3350,2.5939,312,318
Inspiral_100,LIWSAML_T0.50,4,2282.4290,10706.5907,7,9364802.9826,48.77,0.7725,4.6090,287,298
Inspiral_100,LIWSAML_T0.50,5,3095.2095,9996.0226,11,9922349.0269,28.11,0.5105,3.3994,290,294
Inspiral_100,LIWSAML_T0.70,1,2460.6835,10535.7750,9,9863159.6499,42.69,0.7268,4.2752,311,316
Inspiral_100,LIWSAML_T0.70,2,2274.4980,10212.3128,8,9308375.6020,41.86,0.6385,4.6255,312,319
Inspiral_100,LIWSAML_T0.70,3,2066.2725,10529.1943,5,9611337.9214,50.19,0.7342,5.0919,300,310
Inspiral_100,LIWSAML_T0.70,4,3157.3095,9855.0573,6,9758379.8731,25.35,0.3831,3.3327,272,278
Inspiral_100,LIWSAML_T0.70,5,2218.9335,10679.3266,12,9395118.5004,49.13,0.7536,4.7408,291,301
Inspiral_100,LIWSAML_T0.90,1,2800.1700,10423.1984,10,9404821.1551,35.91,0.6587,3.7572,307,310
Inspiral_100,LIWSAML_T0.90,2,2520.8595,9803.9680,10,9465101.6293,33.32,0.4334,4.1741,303,308
Inspiral_100,LIWSAML_T0.90,3,2448.5340,10145.4627,9,9928263.8713,39.77,0.6175,4.2970,297,300
Inspiral_100,LIWSAML_T0.90,4,2590.4090,10660.3736,13,9093446.8784,43.91,0.7825,4.0609,269,273
Inspiral_100,LIWSAML_T0.90,5,2276.1770,10552.4791,3,9577429.9121,46.09,0.7440,4.6216,302,309
