workflow,algorithm,seed,makespan,cost,pareto_front_size,hypervolume,avg_utilization_pct,fairness_index,speedup,search_wallclock_ms,sim_wallclock_ms
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1415273.6934,25.75,0.4723,2.3044,0,650
Sipht_100,LIWSA-ML,1,2353.0425,8264.2777,9,7368455.1225,27.09,0.3620,3.6964,335,1021
Sipht_100,LIWSA-ML,2,2717.2310,8263.6371,7,7366944.3516,23.50,0.3645,3.2003,304,939
Sipht_100,LIWSA-ML,3,2356.1060,8282.4686,7,7249890.3853,27.59,0.3700,3.6908,296,934
Sipht_100,LIWSA-ML,4,2351.3525,8273.0198,8,6962904.9876,27.29,0.3686,3.6983,317,1138
Sipht_100,LIWSA-ML,5,2385.5860,8262.8788,6,6967088.5928,26.68,0.3598,3.6460,294,1094
Sipht_100,LIWSA-ML-Naive,1,2355.2730,8263.4412,9,7252794.2965,27.04,0.3568,3.6922,287,940
Sipht_100,LIWSA-ML-Naive,2,2351.4965,8270.4934,6,7367441.4993,27.34,0.3711,3.6981,292,851
Sipht_100,LIWSA-ML-Naive,3,2350.0610,8263.1901,12,7376019.7102,27.13,0.3510,3.7003,285,826
Sipht_100,LIWSA-ML-Naive,4,2352.7395,8265.5016,9,7365313.8988,27.18,0.3643,3.6961,273,806
Sipht_100,LIWSA-ML-Naive,5,2352.4060,8264.0687,6,7365210.6333,27.13,0.3561,3.6967,289,833
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2018517043.6349,60.95,0.7467,5.6782,0,9
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,538384651.9616,55.77,0.8670,3.2632,0,7
Epigenomics_100,LIWSA-ML,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,330,339
Epigenomics_100,LIWSA-ML,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,328,334
Epigenomics_100,LIWSA-ML,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,452,457
Epigenomics_100,LIWSA-ML,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,320,326
Epigenomics_100,LIWSA-ML,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,303,313
Epigenomics_100,LIWSA-ML-Naive,1,35569.0075,208790.9435,10,2604807897.6571,60.95,0.7467,5.6782,613,617
Epigenomics_100,LIWSA-ML-Naive,2,41544.9720,208789.8249,10,2646326375.4708,52.18,0.7467,4.8614,378,387
Epigenomics_100,LIWSA-ML-Naive,3,50264.2535,208789.6663,11,2662338600.0705,43.13,0.7467,4.0181,290,293
Epigenomics_100,LIWSA-ML-Naive,4,58663.5975,208789.7323,10,2653497454.6959,36.95,0.7466,3.4428,283,290
Epigenomics_100,LIWSA-ML-Naive,5,41796.9040,208790.6614,9,2646003503.5531,51.87,0.7467,4.8321,291,302
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,4964027.3088,48.56,0.7697,4.6036,0,15
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,2109461.9849,46.53,0.9272,3.2322,0,8
Inspiral_100,LIWSA-ML,1,2640.0300,10348.2826,10,7814118.1814,38.73,0.6545,3.9852,292,296
Inspiral_100,LIWSA-ML,2,2977.3690,10177.5352,6,7744613.6576,31.85,0.5992,3.5341,318,329
Inspiral_100,LIWSA-ML,3,4056.3260,9712.7414,5,8504698.5853,19.13,0.3350,2.5939,300,305
Inspiral_100,LIWSA-ML,4,2282.4290,10706.5907,7,7760579.0345,48.77,0.7725,4.6090,289,293
Inspiral_100,LIWSA-ML,5,3095.2095,9996.0226,11,8389464.4465,28.11,0.5105,3.3994,286,291
Inspiral_100,LIWSA-ML-Naive,1,2122.5555,10578.3660,9,8085747.0006,49.02,0.7228,4.9562,277,282
Inspiral_100,LIWSA-ML-Naive,2,2631.4570,10530.6084,8,8274421.2170,39.26,0.6725,3.9978,343,353
Inspiral_100,LIWSA-ML-Naive,3,1829.6460,10697.3175,15,8184616.3844,60.16,0.7603,5.7496,261,265
Inspiral_100,LIWSA-ML-Naive,4,2611.3855,10213.9260,6,8553901.3857,35.24,0.5564,4.0289,274,281
Inspiral_100,LIWSA-ML-Naive,5,2398.1210,10279.3477,11,8275977.0928,40.50,0.6555,4.3873,285,292
Montage_100,HEFT,0,102.1120,552.2046,1,12817.6431,59.04,0.9123,5.3221,0,716
Montage_100,Min-Min,0,160.2780,578.5609,1,3709.2233,56.34,0.8894,3.3939,0,186
Montage_100,LIWSA-ML,1,104.9845,545.7974,16,15463.5516,51.31,0.7489,5.1763,1605,1772
Montage_100,LIWSA-ML,2,109.0540,545.8589,10,14702.5601,51.63,0.8243,4.9846,907,996
Montage_100,LIWSA-ML,3,102.1120,552.2046,15,16000.0089,59.04,0.9123,5.3221,785,866
Montage_100,LIWSA-ML,4,104.2705,554.1532,16,15855.2109,59.00,0.9219,5.2128,835,891
Montage_100,LIWSA-ML,5,103.6020,548.8202,5,15226.3152,56.89,0.8859,5.2456,734,801
Montage_100,LIWSA-ML-Naive,1,104.9845,545.7974,16,15463.5516,51.31,0.7489,5.1763,702,749
Montage_100,LIWSA-ML-Naive,2,109.0540,545.8589,10,14702.5601,51.63,0.8243,4.9846,694,725
Montage_100,LIWSA-ML-Naive,3,102.1120,552.2046,15,16000.0089,59.04,0.9123,5.3221,789,845
Montage_100,LIWSA-ML-Naive,4,104.2705,554.1532,16,15855.2109,59.00,0.9219,5.2128,671,722
Montage_100,LIWSA-ML-Naive,5,103.6020,548.8202,5,15226.3152,56.89,0.8859,5.2456,760,796
CyberShake_100,HEFT,0,512.2260,3183.5854,1,247872.8680,59.09,0.7096,6.1633,0,60
CyberShake_100,Min-Min,0,715.2585,3249.8389,1,92978.9960,50.88,0.8889,4.4094,0,34
CyberShake_100,LIWSA-ML,1,512.2260,3183.5854,11,1476638.8162,59.09,0.7096,6.1633,761,824
CyberShake_100,LIWSA-ML,2,512.2260,3183.5854,10,1464445.1996,59.09,0.7096,6.1633,697,746
CyberShake_100,LIWSA-ML,3,512.2260,3183.5854,9,1447187.1308,59.09,0.7096,6.1633,852,889
CyberShake_100,LIWSA-ML,4,512.2260,3183.5854,6,1444755.7520,59.09,0.7096,6.1633,729,772
CyberShake_100,LIWSA-ML,5,512.2260,3183.5854,9,1464102.0981,59.09,0.7096,6.1633,659,697
CyberShake_100,LIWSA-ML-Naive,1,512.2260,3183.5854,11,1476638.8162,59.09,0.7096,6.1633,746,787
CyberShake_100,LIWSA-ML-Naive,2,512.2260,3183.5854,10,1464445.1996,59.09,0.7096,6.1633,816,849
CyberShake_100,LIWSA-ML-Naive,3,512.2260,3183.5854,9,1447187.1308,59.09,0.7096,6.1633,610,634
CyberShake_100,LIWSA-ML-Naive,4,512.2260,3183.5854,6,1444755.7520,59.09,0.7096,6.1633,969,1018
CyberShake_100,LIWSA-ML-Naive,5,512.2260,3183.5854,9,1464102.0981,59.09,0.7096,6.1633,626,661
Sipht_100,HEFT,0,2350.0945,8309.0314,1,6408349.0281,28.01,0.3904,3.7004,0,986
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1415273.6934,25.75,0.4723,2.3044,0,779
Sipht_100,LIWSA-ML,1,2353.0425,8264.2777,9,7368455.1225,27.09,0.3620,3.6964,673,1381
Sipht_100,LIWSA-ML,2,2717.2310,8263.6371,7,7366944.3516,23.50,0.3645,3.2003,663,1482
Sipht_100,LIWSA-ML,3,2356.1060,8282.4686,7,7249890.3853,27.59,0.3700,3.6908,496,1253
Sipht_100,LIWSA-ML,4,2351.3525,8273.0198,8,6962904.9876,27.29,0.3686,3.6983,568,1327
Sipht_100,LIWSA-ML,5,2385.5860,8262.8788,6,6967088.5928,26.68,0.3598,3.6460,656,1561
Sipht_100,LIWSA-ML-Naive,1,2353.0425,8264.2777,9,7368455.1225,27.09,0.3620,3.6964,586,1553
Sipht_100,LIWSA-ML-Naive,2,2717.2310,8263.6371,7,7366944.3516,23.50,0.3645,3.2003,656,1595
Sipht_100,LIWSA-ML-Naive,3,2356.1060,8282.4686,7,7249890.3853,27.59,0.3700,3.6908,761,1755
Sipht_100,LIWSA-ML-Naive,4,2351.3525,8273.0198,8,6962904.9876,27.29,0.3686,3.6983,553,1409
Sipht_100,LIWSA-ML-Naive,5,2385.5860,8262.8788,6,6967088.5928,26.68,0.3598,3.6460,605,1615
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2018517043.6349,60.95,0.7467,5.6782,0,54
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,538384651.9616,55.77,0.8670,3.2632,0,29
Epigenomics_100,LIWSA-ML,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,548,579
Epigenomics_100,LIWSA-ML,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,698,722
Epigenomics_100,LIWSA-ML,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,507,533
Epigenomics_100,LIWSA-ML,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,554,583
Epigenomics_100,LIWSA-ML,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,751,784
Epigenomics_100,LIWSA-ML-Naive,1,40841.2305,208790.7636,12,2598308210.7529,53.08,0.7467,4.9452,760,794
Epigenomics_100,LIWSA-ML-Naive,2,58563.4890,208790.8823,10,2623216330.8003,37.02,0.7467,3.4487,744,780
Epigenomics_100,LIWSA-ML-Naive,3,38229.1225,208790.7985,7,2700362897.9380,56.71,0.7467,5.2831,841,874
Epigenomics_100,LIWSA-ML-Naive,4,35569.0075,208791.0307,7,2631817987.9085,60.95,0.7467,5.6782,839,876
Epigenomics_100,LIWSA-ML-Naive,5,41300.4255,208790.7633,11,2701269316.8189,52.49,0.7467,4.8902,687,716
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,4183912.2722,48.56,0.7697,4.6036,0,44
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,1440621.9634,46.53,0.9272,3.2322,0,23
Inspiral_100,LIWSA-ML,1,2640.0300,10348.2826,10,6672882.0944,38.73,0.6545,3.9852,645,676
Inspiral_100,LIWSA-ML,2,2977.3690,10177.5352,6,6654742.9037,31.85,0.5992,3.5341,830,860
Inspiral_100,LIWSA-ML,3,4056.3260,9712.7414,5,7364803.9812,19.13,0.3350,2.5939,575,607
Inspiral_100,LIWSA-ML,4,2282.4290,10706.5907,7,6656968.3940,48.77,0.7725,4.6090,719,750
Inspiral_100,LIWSA-ML,5,3095.2095,9996.0226,11,7334931.0470,28.11,0.5105,3.3994,653,695
Inspiral_100,LIWSA-ML-Naive,1,2640.0300,10348.2826,10,6672882.0944,38.73,0.6545,3.9852,896,935
Inspiral_100,LIWSA-ML-Naive,2,2977.3690,10177.5352,6,6654742.9037,31.85,0.5992,3.5341,584,614
Inspiral_100,LIWSA-ML-Naive,3,4056.3260,9712.7414,5,7364803.9812,19.13,0.3350,2.5939,649,673
Inspiral_100,LIWSA-ML-Naive,4,2282.4290,10706.5907,7,6656968.3940,48.77,0.7725,4.6090,557,582
Inspiral_100,LIWSA-ML-Naive,5,3095.2095,9996.0226,11,7334931.0470,28.11,0.5105,3.3994,530,558
