workflow,algorithm,seed,makespan,cost,pareto_front_size,hypervolume,avg_utilization_pct,fairness_index,speedup,search_wallclock_ms,sim_wallclock_ms
Montage_100,LIWSA_L0.90,5,108.6500,544.3890,9,18688.7329,55.11,0.8881,5.0004,233,244
CyberShake_100,HEFT,0,512.2260,3183.5854,1,247872.8680,59.09,0.7096,6.1633,0,20
CyberShake_100,Min-Min,0,715.2585,3249.8389,1,92978.9960,50.88,0.8889,4.4094,0,12
CyberShake_100,LIWSA_L0.10,1,512.2260,3183.5854,11,1461468.4611,59.09,0.7096,6.1633,504,508
CyberShake_100,LIWSA_L0.10,2,512.2260,3183.5854,8,1445765.2841,59.09,0.7096,6.1633,476,488
CyberShake_100,LIWSA_L0.10,3,512.2260,3183.5854,13,1459478.1075,59.09,0.7096,6.1633,430,439
CyberShake_100,LIWSA_L0.10,4,512.2260,3183.5854,12,1453551.6352,59.09,0.7096,6.1633,570,576
CyberShake_100,LIWSA_L0.10,5,512.2260,3183.5854,10,1455717.2303,59.09,0.7096,6.1633,465,472
CyberShake_100,LIWSA_L0.30,1,512.2260,3183.5854,11,1457955.5572,59.09,0.7096,6.1633,348,354
CyberShake_100,LIWSA_L0.30,2,512.2260,3183.5854,11,1474290.9370,59.09,0.7096,6.1633,351,360
CyberShake_100,LIWSA_L0.30,3,512.2260,3183.5854,12,1454243.0562,59.09,0.7096,6.1633,529,537
CyberShake_100,LIWSA_L0.30,4,512.2260,3183.5854,10,1454323.9715,59.09,0.7096,6.1633,400,411
CyberShake_100,LIWSA_L0.30,5,512.2260,3183.5854,7,1448587.6602,59.09,0.7096,6.1633,376,385
CyberShake_100,LIWSA_L0.50,1,512.2260,3183.5854,11,1457938.8340,59.09,0.7096,6.1633,581,589
CyberShake_100,LIWSA_L0.50,2,512.2260,3183.5854,13,1452761.7306,59.09,0.7096,6.1633,370,385
CyberShake_100,LIWSA_L0.50,3,545.6870,3190.9486,10,1442076.5696,55.81,0.7087,5.7825,272,286
CyberShake_100,LIWSA_L0.50,4,512.2260,3183.3877,11,1456684.7697,59.06,0.7089,6.1633,289,297
CyberShake_100,LIWSA_L0.50,5,512.2260,3183.5854,13,1452574.0309,59.09,0.7096,6.1633,308,316
CyberShake_100,LIWSA_L0.70,1,512.2260,3183.5854,9,1445757.5355,59.09,0.7096,6.1633,219,232
CyberShake_100,LIWSA_L0.70,2,512.2260,3183.4117,9,1454654.7687,59.07,0.7090,6.1633,228,235
CyberShake_100,LIWSA_L0.70,3,512.2260,3183.5854,12,1453476.2554,59.09,0.7096,6.1633,202,210
CyberShake_100,LIWSA_L0.70,4,512.2260,3183.5854,8,1462152.0643,59.09,0.7096,6.1633,205,213
CyberShake_100,LIWSA_L0.70,5,512.2260,3183.5854,9,1449230.9284,59.09,0.7096,6.1633,303,306
CyberShake_100,LIWSA_L0.90,1,512.2260,3183.5854,10,1458928.0624,59.09,0.7096,6.1633,130,140
CyberShake_100,LIWSA_L0.90,2,512.2260,3183.5854,8,1450631.6917,59.09,0.7096,6.1633,137,144
CyberShake_100,LIWSA_L0.90,3,512.2260,3183.4951,12,1448547.6315,59.04,0.7087,6.1633,142,149
CyberShake_100,LIWSA_L0.90,4,512.2260,3183.3982,12,1463034.4897,59.08,0.7096,6.1633,138,142
CyberShake_100,LIWSA_L0.90,5,512.2260,3183.5854,4,1452912.3081,59.09,0.7096,6.1633,138,144
Sipht_100,HEFT,0,2350.0945,8309.0314,1,6408349.0281,28.01,0.3904,3.7004,0,631
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1415273.6934,25.75,0.4723,2.3044,0,560
Sipht_100,LIWSA_L0.10,1,2350.0545,8264.9209,7,7359881.2215,27.21,0.3600,3.7004,482,1491
Sipht_100,LIWSA_L0.10,2,2359.8435,8267.2900,11,7278763.6348,27.12,0.3762,3.6857,445,985
Sipht_100,LIWSA_L0.10,3,2353.0065,8266.1122,6,7357710.4297,27.23,0.3608,3.6958,446,987
Sipht_100,LIWSA_L0.10,4,2364.3975,8278.8571,10,7348203.7268,27.17,0.3626,3.6780,435,967
Sipht_100,LIWSA_L0.10,5,2353.1460,8265.6505,4,7154940.7287,27.19,0.3610,3.6956,432,971
Sipht_100,LIWSA_L0.30,1,2353.4955,8263.4184,5,7356504.7172,27.11,0.3630,3.6949,371,945
Sipht_100,LIWSA_L0.30,2,2354.6025,8264.9979,13,7336738.0353,27.12,0.3636,3.6932,375,928
Sipht_100,LIWSA_L0.30,3,2352.2240,8264.0712,8,7362911.7612,27.11,0.3569,3.6970,367,921
Sipht_100,LIWSA_L0.30,4,2350.9715,8275.6866,10,7338019.1313,27.29,0.3721,3.6997,355,926
Sipht_100,LIWSA_L0.30,5,2351.3900,8264.9763,13,7358946.5065,27.22,0.3589,3.6983,357,901
Sipht_100,LIWSA_L0.50,1,2352.7040,8264.7448,8,7317815.2921,27.17,0.3646,3.6962,297,848
Sipht_100,LIWSA_L0.50,2,2353.5890,8262.9562,6,6961533.1656,27.09,0.3622,3.6948,299,865
Sipht_100,LIWSA_L0.50,3,2353.4350,8263.5359,4,7368894.4685,27.13,0.3557,3.6951,286,826
Sipht_100,LIWSA_L0.50,4,2352.1915,8262.8766,5,7349196.5581,27.11,0.3594,3.6971,280,826
Sipht_100,LIWSA_L0.50,5,2351.5500,8261.4550,7,7372778.4519,27.07,0.3515,3.6980,283,937
Sipht_100,LIWSA_L0.70,1,2351.0190,8262.0200,8,7362712.4855,27.07,0.3610,3.6988,204,769
Sipht_100,LIWSA_L0.70,2,2351.6600,8261.5213,4,7079874.4234,27.05,0.3609,3.6978,204,777
Sipht_100,LIWSA_L0.70,3,2351.5380,8271.9083,9,7290793.4709,27.19,0.3573,3.6980,200,735
Sipht_100,LIWSA_L0.70,4,2351.7535,8265.6637,4,6952656.5885,27.18,0.3671,3.6985,201,736
Sipht_100,LIWSA_L0.70,5,2353.8655,8262.2727,2,6930598.8744,27.06,0.3555,3.6945,206,742
Sipht_100,LIWSA_L0.90,1,2353.1730,8261.9947,5,7268661.6143,27.06,0.3533,3.6954,122,679
Sipht_100,LIWSA_L0.90,2,2352.9360,8262.2264,6,6951497.6483,27.09,0.3613,3.6958,138,723
Sipht_100,LIWSA_L0.90,3,2353.0415,8262.4321,6,6968126.6417,27.03,0.3633,3.6964,125,668
Sipht_100,LIWSA_L0.90,4,2353.1560,8270.9688,7,7223196.1437,27.28,0.3720,3.6963,128,664
Sipht_100,LIWSA_L0.90,5,2351.5445,8275.2499,11,7357716.1492,27.26,0.3644,3.6981,153,691
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2118555421.0733,60.95,0.7467,5.6782,0,14
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,621815916.6564,55.77,0.8670,3.2632,0,3
Epigenomics_100,LIWSA_L0.10,1,45330.5960,208790.7275,8,2645542553.6300,47.82,0.7467,4.4554,462,468
Epigenomics_100,LIWSA_L0.10,2,51558.1570,208790.8553,11,2863967925.1004,42.05,0.7467,3.9173,435,439
Epigenomics_100,LIWSA_L0.10,3,35569.0240,208790.7884,7,2740903772.7306,60.95,0.7466,5.6782,449,452
Epigenomics_100,LIWSA_L0.10,4,41296.9710,208782.0035,11,2770094584.5659,52.49,0.7467,4.8906,441,445
Epigenomics_100,LIWSA_L0.10,5,42056.4705,208791.0387,11,2814804508.5874,51.55,0.7467,4.8023,448,454
Epigenomics_100,LIWSA_L0.30,1,35569.0065,208791.0010,10,2782988697.7278,60.95,0.7467,5.6782,365,368
Epigenomics_100,LIWSA_L0.30,2,47551.4715,207254.8044,10,2778480378.7916,44.92,0.7402,4.2474,372,377
Epigenomics_100,LIWSA_L0.30,3,58919.0990,208790.5719,7,2761524938.5171,36.79,0.7467,3.4279,372,374
Epigenomics_100,LIWSA_L0.30,4,49400.3015,207255.2029,9,2813684208.6587,43.24,0.7402,4.0884,379,381
Epigenomics_100,LIWSA_L0.30,5,53492.6380,205191.3103,10,2754880661.8742,37.52,0.6766,3.7755,363,365
Epigenomics_100,LIWSA_L0.50,1,43265.4160,208790.8156,6,2655520446.5582,50.11,0.7467,4.6681,293,298
Epigenomics_100,LIWSA_L0.50,2,57811.2315,208790.7416,11,2756168635.0366,37.50,0.7466,3.4936,289,292
Epigenomics_100,LIWSA_L0.50,3,57813.6440,208790.8275,11,2712003985.9800,37.50,0.7467,3.4934,280,286
Epigenomics_100,LIWSA_L0.50,4,35569.0075,208791.0307,9,2814036286.6184,60.95,0.7467,5.6782,296,300
Epigenomics_100,LIWSA_L0.50,5,49098.6225,208790.5648,8,2809922432.2113,44.15,0.7466,4.1135,296,301
Epigenomics_100,LIWSA_L0.70,1,43023.3640,208790.1997,10,2613757198.4244,50.39,0.7467,4.6944,214,218
Epigenomics_100,LIWSA_L0.70,2,39373.8740,208790.7652,9,2758582436.9113,55.06,0.7467,5.1295,221,227
Epigenomics_100,LIWSA_L0.70,3,46410.6790,208790.3824,13,2779315834.1436,46.71,0.7467,4.3518,214,218
Epigenomics_100,LIWSA_L0.70,4,57102.5020,207253.8644,9,2788205520.8089,37.40,0.7377,3.5369,214,224
Epigenomics_100,LIWSA_L0.70,5,48412.3195,207254.6406,13,2868484718.9403,44.12,0.7403,4.1718,209,213
Epigenomics_100,LIWSA_L0.90,1,57447.2140,208789.1356,7,2740456213.2538,37.73,0.7466,3.5157,140,150
Epigenomics_100,LIWSA_L0.90,2,48130.5265,208790.3769,9,2819933206.9980,45.04,0.7466,4.1963,133,137
Epigenomics_100,LIWSA_L0.90,3,49094.9235,207255.2954,9,2742455598.1347,43.50,0.7402,4.1138,143,146
Epigenomics_100,LIWSA_L0.90,4,62792.8240,207254.2045,11,2854244886.5068,34.01,0.7401,3.2164,142,144
Epigenomics_100,LIWSA_L0.90,5,50593.3545,207254.6159,10,2752965937.8760,42.21,0.7401,3.9920,137,139
Inspiral_100,HEFT,0,2284.9995,10696.6233,1,4209075.2057,48.56,0.7697,4.6036,0,18
Inspiral_100,Min-Min,0,3254.9680,11064.7936,1,1462195.6752,46.53,0.9272,3.2322,0,8
Inspiral_100,LIWSA_L0.10,1,2876.7515,10293.7845,7,7202625.8812,33.98,0.6415,3.6573,457,460
Inspiral_100,LIWSA_L0.10,2,2595.2330,10332.6255,6,6973986.0082,36.48,0.6262,4.0540,431,435
Inspiral_100,LIWSA_L0.10,3,2227.0635,10532.8885,7,7565154.1570,48.61,0.7623,4.7238,451,457
Inspiral_100,LIWSA_L0.10,4,2667.7160,9878.5042,6,6697074.6927,33.40,0.5070,3.9440,438,442
Inspiral_100,LIWSA_L0.10,5,3227.5115,9900.2878,9,7362636.0399,26.15,0.4493,3.2599,421,427
Inspiral_100,LIWSA_L0.30,1,2498.7895,10218.5379,9,7297334.3346,39.43,0.6535,4.2101,341,345
Inspiral_100,LIWSA_L0.30,2,2337.7050,10304.8824,10,7035436.9131,41.05,0.6514,4.5007,348,352
Inspiral_100,LIWSA_L0.30,3,2792.3120,10437.5140,8,6755148.4897,36.50,0.6959,3.7678,354,361
Inspiral_100,LIWSA_L0.30,4,2268.9610,10521.5454,5,7233742.5311,47.97,0.7437,4.6366,372,375
Inspiral_100,LIWSA_L0.30,5,2096.5980,10655.1342,10,6969140.1851,52.22,0.7674,5.0176,351,356
Inspiral_100,LIWSA_L0.50,1,2037.3695,10623.8368,10,7048964.6293,51.95,0.7452,5.1634,285,288
Inspiral_100,LIWSA_L0.50,2,2207.1865,10721.4999,9,6965443.9192,49.95,0.7554,4.7662,268,271
Inspiral_100,LIWSA_L0.50,3,2248.7915,10541.9050,5,7168067.4723,46.38,0.7028,4.6784,296,302
Inspiral_100,LIWSA_L0.50,4,2750.2360,10402.0648,5,7164784.8383,37.48,0.6748,3.8253,266,271
Inspiral_100,LIWSA_L0.50,5,1950.3820,10650.6670,8,7166534.1033,55.91,0.7594,5.3940,274,280
Inspiral_100,LIWSA_L0.70,1,2037.6900,10621.3603,9,7189686.7320,53.23,0.7587,5.1628,197,201
Inspiral_100,LIWSA_L0.70,2,2244.3660,10423.2117,9,7442343.0465,44.79,0.6806,4.6875,196,205
Inspiral_100,LIWSA_L0.70,3,2600.5595,10376.3306,8,7410860.6572,38.47,0.6494,4.0451,202,208
Inspiral_100,LIWSA_L0.70,4,2127.8845,10506.4429,8,7186472.7712,49.21,0.7352,4.9439,195,203
Inspiral_100,LIWSA_L0.70,5,2147.3985,10527.8952,11,7142601.2932,45.22,0.6631,4.8989,189,198
Inspiral_100,LIWSA_L0.90,1,2779.4515,10093.4093,10,7685582.5147,32.15,0.5374,3.7853,119,122
Inspiral_100,LIWSA_L0.90,2,2204.2460,10470.2475,10,7152436.4504,46.47,0.7012,4.7727,132,136
Inspiral_100,LIWSA_L0.90,3,2612.6490,10391.4058,12,7604829.8819,38.80,0.6821,4.0266,122,126
Inspiral_100,LIWSA_L0.90,4,2402.3310,10732.3737,7,7402882.0117,46.58,0.7758,4.3792,111,116
Inspiral_100,LIWSA_L0.90,5,2301.8245,10650.0115,14,6928608.8498,48.16,0.7502,4.5704,120,129
Montage_100,HEFT,0,102.1120,552.2046,1,12817.6431,59.04,0.9123,5.3221,0,469
Montage_100,Min-Min,0,160.2780,578.5609,1,3709.2233,56.34,0.8894,3.3939,0,102
Montage_100,LIWSA_L0.10,1,104.9615,556.0760,8,14361.1011,59.01,0.9219,5.1777,997,1093
Montage_100,LIWSA_L0.10,2,112.9220,550.2358,5,15216.1392,52.43,0.8791,4.8142,775,873
Montage_100,LIWSA_L0.10,3,123.2950,544.3091,8,15502.2438,45.98,0.8288,4.4071,752,797
Montage_100,LIWSA_L0.10,4,103.5630,545.8612,11,15108.4654,56.32,0.8824,5.2487,627,657
Montage_100,LIWSA_L0.10,5,105.5040,548.0714,15,14721.1876,57.17,0.9084,5.1504,617,649
Montage_100,LIWSA_L0.30,1,103.6760,547.5624,15,15228.9347,55.91,0.8625,5.2428,518,552
Montage_100,LIWSA_L0.30,2,123.1070,549.9799,10,15024.8972,48.61,0.8935,4.4146,479,506
Montage_100,LIWSA_L0.30,3,112.7560,555.2713,4,14962.3938,54.05,0.9089,4.8191,503,528
Montage_100,LIWSA_L0.30,4,103.3990,550.4293,11,15620.8592,57.97,0.9118,5.2562,477,506
Montage_100,LIWSA_L0.30,5,103.4170,548.7683,12,15637.4360,56.99,0.8867,5.2547,572,603
Montage_100,LIWSA_L0.50,1,103.5410,549.1913,25,15834.4704,56.97,0.8866,5.2498,464,491
Montage_100,LIWSA_L0.50,2,103.4915,548.8925,6,14953.3162,57.60,0.9106,5.2512,480,514
Montage_100,LIWSA_L0.50,3,104.1090,547.4714,8,15213.6821,53.34,0.7839,5.2203,480,511
Montage_100,LIWSA_L0.50,4,103.3840,547.3020,8,15498.9814,56.70,0.8873,5.2559,401,433
Montage_100,LIWSA_L0.50,5,118.0100,546.2035,14,15938.5886,48.47,0.8453,4.6066,392,419
Montage_100,LIWSA_L0.70,1,103.4735,550.9830,15,15089.4735,58.17,0.9135,5.2514,287,315
Montage_100,LIWSA_L0.70,2,103.5070,548.9680,10,16070.8503,57.60,0.9054,5.2508,305,331
Montage_100,LIWSA_L0.70,3,103.4765,548.5617,8,15640.2999,55.63,0.8502,5.2520,271,294
Montage_100,LIWSA_L0.70,4,108.5390,548.8289,12,15481.9379,54.29,0.8856,5.0072,307,331
Montage_100,LIWSA_L0.70,5,123.3005,545.8861,13,16117.9724,45.34,0.7885,4.4075,289,317
Montage_100,LIWSA_L0.90,1,160.5600,522.6405,8,17369.6395,30.60,0.5835,3.3831,217,239
Montage_100,LIWSA_L0.90,2,112.9110,546.9016,18,15653.6836,52.55,0.8927,4.8124,191,217
Montage_100,LIWSA_L0.90,3,104.2675,552.6369,11,15190.0930,58.05,0.8987,5.2122,221,305
Montage_100,LIWSA_L0.90,4,144.5545,553.3046,11,15609.9701,40.53,0.8212,3.7587,299,377
Montage_100,LIWSA_L0.90,5,149.6665,529.3875,16,16584.8465,34.59,0.7016,3.6306,238,262
CyberShake_100,HEFT,0,512.2260,3183.5854,1,247872.8680,59.09,0.7096,6.1633,0,37
CyberShake_100,Min-Min,0,715.2585,3249.8389,1,92978.9960,50.88,0.8889,4.4094,0,17
CyberShake_100,LIWSA_L0.10,1,512.2260,3183.5854,11,1461468.4611,59.09,0.7096,6.1633,694,717
CyberShake_100,LIWSA_L0.10,2,512.2260,3183.5854,8,1445765.2841,59.09,0.7096,6.1633,627,650
CyberShake_100,LIWSA_L0.10,3,512.2260,3183.5854,13,1459478.1075,59.09,0.7096,6.1633,659,680
CyberShake_100,LIWSA_L0.10,4,512.2260,3183.5854,12,1453551.6352,59.09,0.7096,6.1633,632,654
CyberShake_100,LIWSA_L0.10,5,512.2260,3183.5854,10,1455717.2303,59.09,0.7096,6.1633,625,643
CyberShake_100,LIWSA_L0.30,1,512.2260,3183.5854,11,1457955.5572,59.09,0.7096,6.1633,507,526
CyberShake_100,LIWSA_L0.30,2,512.2260,3183.5854,11,1474290.9370,59.09,0.7096,6.1633,578,598
CyberShake_100,LIWSA_L0.30,3,512.2260,3183.5854,12,1454243.0562,59.09,0.7096,6.1633,565,587
CyberShake_100,LIWSA_L0.30,4,512.2260,3183.5854,10,1454323.9715,59.09,0.7096,6.1633,525,543
CyberShake_100,LIWSA_L0.30,5,512.2260,3183.5854,7,1448587.6602,59.09,0.7096,6.1633,539,560
CyberShake_100,LIWSA_L0.50,1,512.2260,3183.5854,11,1457938.8340,59.09,0.7096,6.1633,492,512
CyberShake_100,LIWSA_L0.50,2,512.2260,3183.5854,13,1452761.7306,59.09,0.7096,6.1633,458,479
CyberShake_100,LIWSA_L0.50,3,545.6870,3190.9486,10,1442076.5696,55.81,0.7087,5.7825,484,505
CyberShake_100,LIWSA_L0.50,4,512.2260,3183.3877,11,1456684.7697,59.06,0.7089,6.1633,430,449
CyberShake_100,LIWSA_L0.50,5,512.2260,3183.5854,13,1452574.0309,59.09,0.7096,6.1633,488,516
CyberShake_100,LIWSA_L0.70,1,512.2260,3183.5854,9,1445757.5355,59.09,0.7096,6.1633,590,719
CyberShake_100,LIWSA_L0.70,2,512.2260,3183.4117,9,1454654.7687,59.07,0.7090,6.1633,646,806
CyberShake_100,LIWSA_L0.70,3,512.2260,3183.5854,12,1453476.2554,59.09,0.7096,6.1633,587,634
CyberShake_100,LIWSA_L0.70,4,512.2260,3183.5854,8,1462152.0643,59.09,0.7096,6.1633,535,562
CyberShake_100,LIWSA_L0.70,5,512.2260,3183.5854,9,1449230.9284,59.09,0.7096,6.1633,463,502
CyberShake_100,LIWSA_L0.90,1,512.2260,3183.5854,10,1458928.0624,59.09,0.7096,6.1633,310,337
CyberShake_100,LIWSA_L0.90,2,512.2260,3183.5854,8,1450631.6917,59.09,0.7096,6.1633,324,458
CyberShake_100,LIWSA_L0.90,3,512.2260,3183.4951,12,1448547.6315,59.04,0.7087,6.1633,479,580
CyberShake_100,LIWSA_L0.90,4,512.2260,3183.3982,12,1463034.4897,59.08,0.7096,6.1633,440,547
CyberShake_100,LIWSA_L0.90,5,512.2260,3183.5854,4,1452912.3081,59.09,0.7096,6.1633,411,518
Sipht_100,HEFT,0,2350.0945,8309.0314,1,6408349.0281,28.01,0.3904,3.7004,0,968
Sipht_100,Min-Min,0,3773.8535,9375.5209,1,1415273.6934,25.75,0.4723,2.3044,0,646
Sipht_100,LIWSA_L0.10,1,2350.0545,8264.9209,7,7359881.2215,27.21,0.3600,3.7004,676,1311
Sipht_100,LIWSA_L0.10,2,2359.8435,8267.2900,11,7278763.6348,27.12,0.3762,3.6857,658,1253
Sipht_100,LIWSA_L0.10,3,2353.0065,8266.1122,6,7357710.4297,27.23,0.3608,3.6958,815,1450
Sipht_100,LIWSA_L0.10,4,2364.3975,8278.8571,10,7348203.7268,27.17,0.3626,3.6780,629,1177
Sipht_100,LIWSA_L0.10,5,2353.1460,8265.6505,4,7154940.7287,27.19,0.3610,3.6956,602,1191
Sipht_100,LIWSA_L0.30,1,2353.4955,8263.4184,5,7356504.7172,27.11,0.3630,3.6949,512,1050
Sipht_100,LIWSA_L0.30,2,2354.6025,8264.9979,13,7336738.0353,27.12,0.3636,3.6932,513,1244
Sipht_100,LIWSA_L0.30,3,2352.2240,8264.0712,8,7362911.7612,27.11,0.3569,3.6970,492,1085
Sipht_100,LIWSA_L0.30,4,2350.9715,8275.6866,10,7338019.1313,27.29,0.3721,3.6997,469,1007
Sipht_100,LIWSA_L0.30,5,2351.3900,8264.9763,13,7358946.5065,27.22,0.3589,3.6983,487,1033
Sipht_100,LIWSA_L0.50,1,2352.7040,8264.7448,8,7317815.2921,27.17,0.3646,3.6962,444,995
Sipht_100,LIWSA_L0.50,2,2353.5890,8262.9562,6,6961533.1656,27.09,0.3622,3.6948,477,1156
Sipht_100,LIWSA_L0.50,3,2353.4350,8263.5359,4,7368894.4685,27.13,0.3557,3.6951,511,1122
Sipht_100,LIWSA_L0.50,4,2352.1915,8262.8766,5,7349196.5581,27.11,0.3594,3.6971,391,974
Sipht_100,LIWSA_L0.50,5,2351.5500,8261.4550,7,7372778.4519,27.07,0.3515,3.6980,461,1063
Sipht_100,LIWSA_L0.70,1,2351.0190,8262.0200,8,7362712.4855,27.07,0.3610,3.6988,298,939
Sipht_100,LIWSA_L0.70,2,2351.6600,8261.5213,4,7079874.4234,27.05,0.3609,3.6978,285,891
Sipht_100,LIWSA_L0.70,3,2351.5380,8271.9083,9,7290793.4709,27.19,0.3573,3.6980,304,861
Sipht_100,LIWSA_L0.70,4,2351.7535,8265.6637,4,6952656.5885,27.18,0.3671,3.6985,287,857
Sipht_100,LIWSA_L0.70,5,2353.8655,8262.2727,2,6930598.8744,27.06,0.3555,3.6945,460,1112
Sipht_100,LIWSA_L0.90,1,2353.1730,8261.9947,5,7268661.6143,27.06,0.3533,3.6954,228,971
Sipht_100,LIWSA_L0.90,2,2352.9360,8262.2264,6,6951497.6483,27.09,0.3613,3.6958,262,1157
Sipht_100,LIWSA_L0.90,3,2353.0415,8262.4321,6,6968126.6417,27.03,0.3633,3.6964,262,1136
Sipht_100,LIWSA_L0.90,4,2353.1560,8270.9688,7,7223196.1437,27.28,0.3720,3.6963,256,1126
Sipht_100,LIWSA_L0.90,5,2351.5445,8275.2499,11,7357716.1492,27.26,0.3644,3.6981,308,1206
Epigenomics_100,HEFT,0,35569.0075,208791.0307,1,2118555421.0733,60.95,0.7467,5.6782,0,54
Epigenomics_100,Min-Min,0,61898.1815,217447.6854,1,621815916.6564,55.77,0.8670,3.2632,0,23
Epigenomics_100,LIWSA_L0.10,1,45330.5960,208790.7275,8,2645542553.6300,47.82,0.7467,4.4554,1026,1058
Epigenomics_100,LIWSA_L0.10,2,51558.1570,208790.8553,11,2863967925.1004,42.05,0.7467,3.9173,1058,1084
Epigenomics_100,LIWSA_L0.10,3,35569.0240,208790.7884,7,2740903772.7306,60.95,0.7466,5.6782,838,861
Epigenomics_100,LIWSA_L0.10,4,41296.9710,208782.0035,11,2770094584.5659,52.49,0.7467,4.8906,997,1020
Epigenomics_100,LIWSA_L0.10,5,42056.4705,208791.0387,11,2814804508.5874,51.55,0.7467,4.8023,860,892
Epigenomics_100,LIWSA_L0.30,1,35569.0065,208791.0010,10,2782988697.7278,60.95,0.7467,5.6782,992,1036
Epigenomics_100,LIWSA_L0.30,2,47551.4715,207254.8044,10,2778480378.7916,44.92,0.7402,4.2474,785,810
Epigenomics_100,LIWSA_L0.30,3,58919.0990,208790.5719,7,2761524938.5171,36.79,0.7467,3.4279,1129,1170
Epigenomics_100,LIWSA_L0.30,4,49400.3015,207255.2029,9,2813684208.6587,43.24,0.7402,4.0884,782,808
Epigenomics_100,LIWSA_L0.30,5,53492.6380,205191.3103,10,2754880661.8742,37.52,0.6766,3.7755,748,769
Epigenomics_100,LIWSA_L0.50,1,43265.4160,208790.8156,6,2655520446.5582,50.11,0.7467,4.6681,605,630
Epigenomics_100,LIWSA_L0.50,2,57811.2315,208790.7416,11,2756168635.0366,37.50,0.7466,3.4936,822,862
Epigenomics_100,LIWSA_L0.50,3,57813.6440,208790.8275,11,2712003985.9800,37.50,0.7467,3.4934,624,658
Epigenomics_100,LIWSA_L0.50,4,35569.0075,208791.0307,9,2814036286.6184,60.95,0.7467,5.6782,570,595
Epigenomics_100,LIWSA_L0.50,5,49098.6225,208790.5648,8,2809922432.2113,44.15,0.7466,4.1135,611,635
Epigenomics_100,LIWSA_L0.70,1,43023.3640,208790.1997,10,2613757198.4244,50.39,0.7467,4.6944,410,434
Epigenomics_100,LIWSA_L0.70,2,39373.8740,208790.7652,9,2758582436.9113,55.06,0.7467,5.1295,599,627
Epigenomics_100,LIWSA_L0.70,3,46410.6790,208790.3824,13,2779315834.1436,46.71,0.7467,4.3518,367,387
